Teacher,School Level,Year Level,Section,Subject,Day,Start Time,End Time
"JHS Teacher 13","JHS","Grade 8","Bonifacio","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 13","JHS","Grade 8","Bonifacio","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 13","JHS","Grade 8","Bonifacio","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 14","JHS","Grade 8","Mabini","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 14","JHS","Grade 8","Mabini","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 14","JHS","Grade 8","Mabini","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 14","JHS","Grade 8","Mabini","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 14","JHS","Grade 8","Mabini","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 15","JHS","Grade 8","Luna","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 15","JHS","Grade 8","Luna","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 15","JHS","Grade 8","Luna","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 15","JHS","Grade 8","Luna","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 15","JHS","Grade 8","Luna","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 16","JHS","Grade 9","Rizal","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 16","JHS","Grade 9","Rizal","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 16","JHS","Grade 9","Rizal","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 16","JHS","Grade 9","Rizal","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 16","JHS","Grade 9","Rizal","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 17","JHS","Grade 9","Bonifacio","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 17","JHS","Grade 9","Bonifacio","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 17","JHS","Grade 9","Bonifacio","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 17","JHS","Grade 9","Bonifacio","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 17","JHS","Grade 9","Bonifacio","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 18","JHS","Grade 9","Mabini","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 18","JHS","Grade 9","Mabini","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 18","JHS","Grade 9","Mabini","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 18","JHS","Grade 9","Mabini","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 18","JHS","Grade 9","Mabini","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 19","JHS","Grade 9","Luna","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 19","JHS","Grade 9","Luna","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 19","JHS","Grade 9","Luna","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 19","JHS","Grade 9","Luna","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 19","JHS","Grade 9","Luna","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 20","JHS","Grade 10","Rizal","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 20","JHS","Grade 10","Rizal","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 20","JHS","Grade 10","Rizal","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 20","JHS","Grade 10","Rizal","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 20","JHS","Grade 10","Rizal","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 21","JHS","Grade 10","Bonifacio","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 21","JHS","Grade 10","Bonifacio","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 21","JHS","Grade 10","Bonifacio","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 21","JHS","Grade 10","Bonifacio","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 21","JHS","Grade 10","Bonifacio","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 22","JHS","Grade 10","Mabini","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 22","JHS","Grade 10","Mabini","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 22","JHS","Grade 10","Mabini","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 22","JHS","Grade 10","Mabini","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 22","JHS","Grade 10","Mabini","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 23","JHS","Grade 10","Luna","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 23","JHS","Grade 10","Luna","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 23","JHS","Grade 10","Luna","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 23","JHS","Grade 10","Luna","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 23","JHS","Grade 10","Luna","Technology and Livelihood Education","Friday","13:25","14:25"
